année,ordre,nb,prénom,sexe
1942,91,9,Jean-louis,male
1942,90,9,Germaine,female
1942,88,9,Carmen,female
1942,84,10,François,male
1942,83,10,France,female
1942,82,10,Dominique,male
1942,80,11,Paulette,female
1942,70,12,Maurice,male
1942,68,12,Marc,male
1942,67,12,Josiane,female
1942,60,15,Bernadette,female
1942,59,15,Andree,female
1942,57,16,Raymonde,female
1942,47,19,Eliane,female
1942,44,20,Janine,female
1942,42,22,Gérard,male
1942,62,15,Henriette,female
1942,56,16,Marie-france,female
1942,15,66,Christiane,female
1942,58,16,Roger,male
1942,89,9,Denise,female
1942,87,10,Raymond,male
1942,79,11,M,unknown
1942,77,11,Francois,male
1942,76,11,Annick,female
1942,74,12,Suzanne,female
1942,71,12,Mireille,female
1942,69,12,Martine,female
1942,65,13,Patrick,male
1942,63,14,Marie-claude,female
1942,55,16,Jeanine,female
1942,97,8,Louis,male
1942,45,20,Marcel,male
1942,36,26,Henri,male
1942,33,27,Georges,male
1942,27,32,Anne,female
1942,22,43,Guy,male
1942,21,43,Françoise,female
1942,19,47,Michele,female
1942,16,66,Jean-pierre,male
1942,12,77,Jacqueline,female
1942,54,17,Yvette,female
1942,94,8,Arlette,female
1942,64,13,Marcelle,female
1942,2,149,Michel,male
1942,32,28,Andre,male
1942,53,17,Micheline,female
1942,5,103,Nicole,female
1942,51,17,Ginette,female
1942,50,18,Michelle,female
1942,49,19,Roland,male
1942,48,19,Pierrette,female
1942,46,19,André,male
1942,43,20,Gilbert,male
1942,38,25,Yves,male
1942,37,25,Robert,male
1942,35,26,Daniel,male
1942,52,17,Huguette,female
1942,31,29,Anne-marie,female
1942,14,70,Jean-claude,male
1942,6,101,Jacques,male
1942,8,89,Annie,female
1942,13,74,Pierre,male
1942,7,96,Claude,male
1942,23,42,Colette,female
1942,24,39,Danielle,female
1942,26,33,Claudine,female
1942,28,32,Michèle,female
1941,100,6,Dominique,male
1941,73,10,Helene,female
1941,96,7,Patrick,male
1941,93,7,Madeleine,female
1941,91,7,France,female
1941,89,7,Claudette,female
1941,88,7,Catherine,female
1941,85,8,Huguette,female
1941,80,9,Josiane,female
1941,78,9,Charles,male
1941,74,10,Henriette,female
1941,62,12,Denise,female
1941,71,11,Suzanne,female
1941,69,11,Maurice,male
1941,66,11,Chantal,female
1941,64,12,Francois,male
1941,6,83,Claude,male
1941,60,13,Simone,female
1941,54,16,Roland,male
1941,49,17,Michelle,female
1941,48,17,François,male
1941,46,18,Ginette,female
1941,44,19,Raymond,male
1941,3,146,Marie,female
1941,98,7,Renée,female
1941,12,61,Bernard,male
1941,16,52,Jacqueline,female
1941,39,21,Yvette,female
1941,97,7,Paul,male
1941,95,7,Marie-claude,female
1941,84,8,Carmen,female
1941,82,9,Martine,female
1941,79,9,Geneviève,female
1941,72,10,Bernadette,female
1941,70,11,Raymonde,female
1941,68,11,Marc,male
1941,65,12,Gisele,female
1941,59,13,Gilbert,male
1941,58,14,Renee,female
1941,55,15,Micheline,female
1941,53,16,Paulette,female
1941,52,16,Anne-marie,female
1941,50,17,Rene,male
1941,47,17,Eliane,female
1941,45,19,Yves,male
1941,40,20,André,male
1941,30,30,Guy,male
1941,22,35,Francis,male
1941,42,19,Jeanine,female
1941,56,15,Roger,male
1941,38,22,Marcel,male
1941,35,23,Gerard,male
1941,76,10,Marcelle,female
1941,75,10,Louis,male
1941,67,11,Genevieve,female
1941,63,12,Francine,female
1941,61,12,Arlette,female
1941,57,14,Pierrette,female
1941,51,17,Viviane,female
1941,43,19,Michèle,female
1941,41,19,Gérard,male
1941,37,22,Jeannine,female
1941,34,27,Jeanne,female
1941,81,9,Lucien,male
1941,33,28,Robert,male
1941,31,29,Georges,male
1941,28,30,Andre,male
1941,26,31,Henri,male
1941,25,33,Colette,female
1941,14,57,Philippe,male
1941,11,62,Annie,female
1941,9,71,Christian,male
1941,4,105,Nicole,female
1941,36,23,Michele,female
1941,77,9,Andree,female
1941,1,368,Jean,male
1941,83,9,Maryse,female
1941,13,57,Anne,female
1941,86,8,Marie-france,female
1941,29,30,Danielle,female
1941,27,31,Liliane,female
1941,24,34,Daniel,male
1941,23,35,Françoise,female
1941,21,39,Serge,male
1941,20,39,Jean-pierre,male
1941,32,28,Claudine,female
1941,18,40,Jean-claude,male
1941,17,47,Josette,female
1941,15,56,Alain,male
1941,19,39,Francoise,female
1941,10,63,Christiane,female
1941,99,6,Annick,female
1941,90,7,Evelyne,female
1941,92,7,Janine,female
1941,94,7,Marguerite,female
1941,87,7,Brigitte,female
1941,2,164,Michel,male
1941,5,94,Monique,female
1941,7,76,Jacques,male
1941,8,74,Pierre,male
1940,32,30,Georges,male
1940,26,36,Colette,female
1940,25,38,Jean-pierre,male
1940,23,40,Andre,male
1940,18,49,Guy,male
1940,10,79,Alain,male
1940,9,81,Jacqueline,female
1940,97,9,Odile,female
1940,94,9,Marguerite,female
1940,92,9,Jean-louis,male
1940,88,10,Yolande,female
1940,40,24,Paul,male
1940,84,10,Chantal,female
1940,82,11,Patrick,male
1940,80,11,Madeleine,female
1940,77,11,Andree,female
1940,74,12,J,unknown
1940,57,18,Marc,male
1940,53,18,Arlette,female
1940,50,21,Roger,male
1940,49,21,Michelle,female
1940,43,22,Claudette,female
1940,39,24,Marcel,male
1940,33,30,Henri,male
1940,99,9,Renée,female
1940,41,24,Rene,male
1940,65,15,France,female
1940,37,26,Michele,female
1940,93,9,Joseph,male
1940,83,11,Raymonde,female
1940,79,11,Henriette,female
1940,76,12,René,male
1940,75,12,Lucienne,female
1940,71,14,Elisabeth,female
1940,69,15,Mauricette,female
1940,67,15,Huguette,female
1940,66,15,Genevieve,female
1940,61,16,Anne-marie,female
1940,42,23,Paulette,female
1940,59,17,Bernadette,female
1940,58,18,Suzanne,female
1940,56,18,Gérard,male
1940,55,18,Francine,female
1940,54,18,Daniel,male
1940,52,20,Micheline,female
1940,48,21,Michèle,female
1940,47,22,Raymond,male
1940,45,22,Gerard,male
1940,44,22,Eliane,female
1940,38,26,Yves,male
1940,95,9,Maryse,female
1940,35,29,Pierrette,female
1940,19,47,Jean-claude,male
1940,63,16,Ginette,female
1940,62,16,Denise,female
1940,60,17,Roland,male
1940,51,21,Simone,female
1940,46,22,Gilbert,male
1940,36,28,André,male
1940,34,29,Françoise,female
1940,30,32,Liliane,female
1940,29,33,Claudine,female
1940,31,30,Danielle,female
1940,17,51,Josette,female
1940,68,15,Janine,female
1940,16,53,Anne,female
1940,14,58,Christiane,female
1940,13,63,Bernard,male
1940,12,68,Annie,female
1940,11,69,Pierre,male
1940,8,90,Nicole,female
1940,7,103,Christian,male
1940,4,126,Claude,male
1940,3,148,Marie,female
1940,1,408,Jean,male
1940,64,16,Yvette,female
1940,20,43,Francis,male
1940,70,15,Viviane,female
1940,91,9,Gisele,female
1940,72,14,Francois,male
1940,28,34,Jeannine,female
1940,27,35,Jeanne,female
1940,24,40,Francoise,female
1940,22,43,Serge,male
1940,21,43,Robert,male
1940,6,106,Monique,female
1940,5,106,Jacques,male
1940,2,163,Michel,male
1940,100,8,Andrée,female
1940,15,56,Philippe,male
1940,90,9,Georgette,female
1940,86,10,Louis,male
1940,89,9,Gabriel,male
1940,78,11,Germaine,female
1940,81,11,Marcelle,female
1940,85,10,Jeanine,female
1940,73,13,Josiane,female
1940,96,9,Maurice,male
1940,98,9,Renee,female
1940,87,10,Rose,female
1939,92,9,Germaine,female
1939,41,25,Raymond,male
1939,37,28,Danielle,female
1939,35,30,Yvette,female
1939,34,30,Claudine,female
1939,21,45,Annie,female
1939,16,57,Anne,female
1939,15,58,Guy,male
1939,13,62,Jeanne,female
1939,8,96,Christian,male
1939,99,8,Aline,female
1939,51,19,Marcel,male
1939,90,9,Fernand,male
1939,71,13,Dominique,male
1939,67,14,Madeleine,female
1939,65,14,Bernadette,female
1939,59,16,Eliane,female
1939,58,16,Daniel,male
1939,42,24,Gilbert,male
1939,29,37,Pierrette,female
1939,25,40,Serge,male
1939,20,47,Francis,male
1939,10,86,Christiane,female
1939,45,24,Roger,male
1939,5,126,Monique,female
1939,54,18,Louis,male
1939,55,18,Paul,male
1939,100,8,Antoine,male
1939,98,9,Yvonne,female
1939,94,9,Marguerite,female
1939,89,9,Andrée,female
1939,87,10,Renée,female
1939,82,11,Lucien,male
1939,66,14,Joseph,male
1939,61,16,Michèle,female
1939,56,17,Francine,female
1939,52,19,Roland,male
1939,97,9,René,male
1939,93,9,Gisele,female
1939,88,9,Albert,male
1939,83,11,Raymonde,female
1939,81,11,Gérard,male
1939,79,11,François,male
1939,78,12,Viviane,female
1939,77,12,Renee,female
1939,74,13,Suzanne,female
1939,73,13,Marc,male
1939,70,13,Claudette,female
1939,7,99,Jacqueline,female
1939,86,10,Louise,female
1939,85,10,France,female
1939,27,38,Colette,female
1939,49,20,Lucienne,female
1939,48,21,Nicolle,female
1939,47,21,Huguette,female
1939,46,22,Gerard,male
1939,40,25,Jeannine,female
1939,39,26,Michele,female
1939,38,26,Anne-marie,female
1939,36,29,André,male
1939,32,32,Josette,female
1939,31,33,Robert,male
1939,26,39,Andre,male
1939,53,18,Henriette,female
1939,24,40,Françoise,female
1939,23,44,Jean-pierre,male
1939,22,45,Francoise,female
1939,19,48,Yves,male
1939,17,55,Henri,male
1939,14,58,Alain,male
1939,11,76,Nicole,female
1939,9,96,Pierre,male
1939,4,152,Michel,male
1939,2,174,Marie,female
1939,50,20,Rene,male
1939,3,152,Claude,male
1939,57,17,Simone,female
1939,18,54,Philippe,male
1939,72,13,J,unknown
1939,68,14,Mireille,female
1939,64,15,Maurice,male
1939,63,15,Georgette,female
1939,60,16,Marcelle,female
1939,44,24,Michelle,female
1939,43,24,Micheline,female
1939,33,32,Liliane,female
1939,30,36,Jean-claude,male
1939,28,37,Georges,male
1939,69,14,Paulette,female
1939,12,75,Bernard,male
1939,75,12,Arlette,female
1939,6,105,Jacques,male
1939,84,10,Andree,female
1939,91,9,Genevieve,female
1939,62,15,Denise,female
1939,76,12,Odette,female
1939,80,11,Geneviève,female
1939,95,9,Mauricette,female
1939,96,9,Patrick,male
1939,1,394,Jean,male
1938,26,35,Simone,female
1938,77,14,Madeleine,female
1938,15,48,Guy,male
1938,9,83,Pierre,male
1938,6,114,Monique,female
1938,1,413,Jean,male
1938,94,7,Helene,female
1938,87,9,Renée,female
1938,85,9,Francois,male
1938,84,9,Fernande,female
1938,20,44,Serge,male
1938,49,20,Marguerite,female
1938,70,15,Lucienne,female
1938,68,15,Albert,male
1938,57,18,Roland,male
1938,51,19,Raymond,male
1938,44,22,Huguette,female
1938,41,23,Michelle,female
1938,37,25,Roger,male
1938,33,27,Georges,male
1938,32,27,Francoise,female
1938,50,20,Rene,male
1938,31,28,Françoise,female
1938,29,30,Philippe,male
1938,11,64,Bernard,male
1938,54,18,Francine,female
1938,55,18,Marcelle,female
1938,24,37,Colette,female
1938,97,7,Jean-marie,male
1938,91,7,Dominique,male
1938,89,8,Elisabeth,female
1938,80,12,Max,male
1938,66,16,Georgette,female
1938,59,17,Danielle,female
1938,43,22,Anne-marie,female
1938,40,23,Gerard,male
1938,34,27,Jean-pierre,male
1938,27,32,Yvette,female
1938,22,40,Alain,male
1938,8,88,Jacqueline,female
1938,4,151,Claude,male
1938,100,6,Andrée,female
1938,93,7,Gisele,female
1938,88,9,Yvonne,female
1938,72,15,René,male
1938,69,15,Daniel,male
1938,61,17,Marcel,male
1938,58,17,Arlette,female
1938,25,36,Yves,male
1938,16,47,Henri,male
1938,12,62,Jeanne,female
1938,63,17,Paulette,female
1938,46,21,Liliane,female
1938,18,46,Josette,female
1938,10,81,Christiane,female
1938,5,129,Jacques,male
1938,2,184,Marie,female
1938,92,7,France,female
1938,73,15,Yolande,female
1938,71,15,Michele,female
1938,67,16,Henriette,female
1938,64,17,Suzanne,female
1938,56,18,Pierrette,female
1938,78,13,Renee,female
1938,45,21,Ginette,female
1938,42,22,André,male
1938,39,24,Jeannine,female
1938,38,24,Gilbert,male
1938,36,27,Nicolle,female
1938,30,29,Jean-claude,male
1938,21,42,Andre,male
1938,19,44,Robert,male
1938,13,59,Anne,female
1938,14,49,Annie,female
1938,76,14,Gérard,male
1938,65,16,Eliane,female
1938,79,12,Lucette,female
1938,35,27,Micheline,female
1938,81,11,Claudette,female
1938,95,7,Janine,female
1938,86,9,Mauricette,female
1938,75,14,Genevieve,female
1938,74,14,Andree,female
1938,62,17,Maurice,male
1938,60,17,Louis,male
1938,53,18,Denise,female
1938,52,19,Raymonde,female
1938,48,20,Marc,male
1938,47,21,Paul,male
1938,3,184,Michel,male
1938,28,31,Francis,male
1938,98,7,Maryse,female
1938,83,10,François,male
1938,90,7,Danièle,female
1938,96,7,Jeanine,female
1938,82,11,Lucien,male
1938,99,7,Solange,female
1938,7,94,Christian,male
1938,17,47,Nicole,female
1938,23,38,Claudine,female
1937,75,11,Bernadette,female
1937,36,27,Philippe,male
1937,34,28,Michelle,female
1937,22,41,Yves,male
1937,13,60,Colette,female
1937,4,129,Claude,male
1937,96,8,Renée,female
1937,93,8,François,male
1937,85,9,Annick,female
1937,78,11,Michele,female
1937,77,11,Mauricette,female
1937,42,25,Paulette,female
1937,73,12,Renee,female
1937,63,15,Helene,female
1937,57,17,Roland,male
1937,55,17,Janine,female
1937,41,25,Georges,male
1937,17,49,Henri,male
1937,12,71,Christiane,female
1937,5,114,Pierre,male
1937,3,131,Marie,female
1937,94,8,Gisèle,female
1937,91,8,Francine,female
1937,40,25,Francis,male
1937,82,10,Danielle,female
1937,51,19,Marcelle,female
1937,28,33,Jeannine,female
1937,97,8,Yolande,female
1937,92,8,Francois,male
1937,87,9,Rose,female
1937,72,12,Lucienne,female
1937,61,16,Marcel,male
1937,60,16,Gisele,female
1937,46,22,René,male
1937,39,26,Rene,male
1937,38,26,Ginette,female
1937,35,27,Liliane,female
1937,25,35,Francoise,female
1937,54,18,Marc,male
1937,20,44,Annie,female
1937,19,46,Robert,male
1937,8,88,Christian,male
1937,95,8,Raymonde,female
1937,88,8,Brigitte,female
1937,86,9,Lucien,male
1937,83,10,Madeleine,female
1937,70,12,Albert,male
1937,64,15,Louis,male
1937,58,16,Claudine,female
1937,90,8,Catherine,female
1937,2,151,Michel,male
1937,80,10,Anne-marie,female
1937,27,34,Yvette,female
1937,100,7,Germaine,female
1937,99,7,Chantal,female
1937,84,10,Maria,female
1937,71,12,Daniel,male
1937,65,15,Maurice,male
1937,56,17,Marguerite,female
1937,44,24,Paul,male
1937,43,24,Françoise,female
1937,33,29,Roger,male
1937,29,32,André,male
1937,26,35,Huguette,female
1937,37,26,Gerard,male
1937,24,37,Serge,male
1937,21,41,Andre,male
1937,18,47,Pierrette,female
1937,16,49,Bernard,male
1937,15,50,Jeanne,female
1937,14,53,Guy,male
1937,7,96,Jacqueline,female
1937,6,112,Jacques,male
1937,11,74,Monique,female
1937,79,10,Andree,female
1937,32,29,Micheline,female
1937,30,31,Alain,male
1937,45,23,Simone,female
1937,98,7,Camille,female
1937,47,21,Gérard,male
1937,68,14,Jean-pierre,male
1937,66,15,Odette,female
1937,62,16,Raymond,male
1937,53,18,Denise,female
1937,31,31,Arlette,female
1937,23,37,Anne,female
1937,10,75,Josette,female
1937,9,81,Nicole,female
1937,1,360,Jean,male
1937,74,12,Yvonne,female
1937,89,8,Carmen,female
1937,59,16,Georgette,female
1937,81,10,Claudette,female
1937,49,21,Henriette,female
1937,50,21,Jeanine,female
1937,52,19,Suzanne,female
1937,48,21,Gilbert,male
1937,67,14,Eliane,female
1937,69,13,Jean-claude,male
1937,76,11,Genevieve,female
1936,82,11,Gisèle,female
1936,33,30,Micheline,female
1936,24,37,Georges,male
1936,22,41,Serge,male
1936,19,42,Annie,female
1936,10,80,Monique,female
1936,5,116,Marie,female
1936,34,29,Alain,male
1936,93,9,Geneviève,female
1936,86,11,Roland,male
1936,97,8,Joseph,male
1936,54,19,Raymonde,female
1936,80,11,Gilberte,female
1936,68,15,Odette,female
1936,67,15,Francine,female
1936,66,15,Charles,male
1936,50,21,Rene,male
1936,30,32,Francoise,female
1936,27,33,Henri,male
1936,17,45,Bernard,male
1936,12,69,Nicole,female
1936,11,77,Guy,male
1936,47,22,Raymond,male
1936,42,23,Claudine,female
1936,100,8,Reine,female
1936,53,19,Ginette,female
1936,36,27,Huguette,female
1936,88,10,Gérard,male
1936,78,11,Carmen,female
1936,73,12,Albert,male
1936,70,14,Madeleine,female
1936,65,16,Marc,male
1936,64,16,Lucienne,female
1936,51,20,Marcel,male
1936,49,21,Michelle,female
1936,46,22,Francis,male
1936,44,23,Janine,female
1936,31,31,Paulette,female
1936,71,14,Suzanne,female
1936,28,33,Philippe,male
1936,26,34,Arlette,female
1936,25,37,Pierrette,female
1936,21,41,Roger,male
1936,16,46,Colette,female
1936,4,126,Pierre,male
1936,95,9,Michèle,female
1936,81,11,Gisele,female
1936,79,11,Danielle,female
1936,72,13,Yolande,female
1936,76,12,Jean-claude,male
1936,13,63,Josette,female
1936,83,11,Helene,female
1936,85,11,Mauricette,female
1936,38,26,Yvette,female
1936,32,30,Gerard,male
1936,15,47,Robert,male
1936,9,85,Christiane,female
1936,8,89,Jacqueline,female
1936,6,110,Jacques,male
1936,2,163,Claude,male
1936,99,8,Louise,female
1936,94,9,Max,male
1936,87,10,Georgette,female
1936,84,11,Lucien,male
1936,55,18,Henriette,female
1936,63,16,Liliane,female
1936,62,16,Andree,female
1936,58,17,Jean-pierre,male
1936,57,17,Andrée,female
1936,52,19,Gilbert,male
1936,35,28,Françoise,female
1936,29,32,André,male
1936,18,43,Jeanne,female
1936,3,154,Michel,male
1936,74,12,Bernadette,female
1936,45,23,Maurice,male
1936,92,9,Genevieve,female
1936,56,18,Louis,male
1936,7,98,Christian,male
1936,60,17,Marcelle,female
1936,59,17,Lucette,female
1936,48,21,Jeanine,female
1936,43,23,Eliane,female
1936,41,24,Paul,male
1936,40,24,Denise,female
1936,37,26,Simone,female
1936,23,39,Yves,male
1936,20,42,Jeannine,female
1936,14,52,Andre,male
1936,39,24,Anne,female
1936,1,357,Jean,male
1936,90,10,Odile,female
1936,75,12,Daniel,male
1936,77,12,Michele,female
1936,89,10,Germaine,female
1936,69,15,René,male
1936,91,9,Elisabeth,female
1936,96,8,Gabrielle,female
1936,98,8,Josiane,female
1936,61,17,Marguerite,female
1935,95,8,Josiane,female
1935,22,43,Huguette,female
1935,21,44,Henri,male
1935,19,46,Nicole,female
1935,17,46,Georges,male
1935,15,49,Andre,male
1935,13,64,Jeanne,female
1935,11,81,Christiane,female
1935,10,86,Guy,male
1935,100,7,Elisabeth,female
1935,99,7,Antoine,male
1935,67,15,Maurice,male
1935,91,8,Chantal,female
1935,90,8,Bernadette,female
1935,88,9,Germaine,female
1935,85,10,Michele,female
1935,82,11,Marguerite,female
1935,81,11,Charles,male
1935,80,11,Albert,male
1935,78,12,Renée,female
1935,76,12,Gisèle,female
1935,75,12,Genevieve,female
1935,26,38,Arlette,female
1935,24,40,Ginette,female
1935,98,7,Anny,female
1935,27,36,Paul,male
1935,38,26,Gerard,male
1935,61,17,Francois,male
1935,96,8,Louise,female
1935,94,8,Jean-pierre,male
1935,93,8,Helene,female
1935,89,9,Lucienne,female
1935,83,10,Claudette,female
1935,79,12,Yvonne,female
1935,74,13,Raymonde,female
1935,73,13,Gérard,male
1935,69,15,Renee,female
1935,65,16,Marc,male
1935,63,16,Daniel,male
1935,58,18,Philippe,male
1935,55,19,Suzanne,female
1935,54,19,Joseph,male
1935,52,20,Yvette,female
1935,51,20,Marcelle,female
1935,50,21,Claudine,female
1935,41,25,Janine,female
1935,40,25,Eliane,female
1935,39,26,Rene,male
1935,66,15,Marcel,male
1935,62,17,Madeleine,female
1935,57,18,Lucien,male
1935,25,39,Yves,male
1935,53,19,Gilbert,male
1935,49,22,Michelle,female
1935,43,24,Liliane,female
1935,42,24,Henriette,female
1935,37,26,Georgette,female
1935,36,27,Annie,female
1935,34,28,Bernard,male
1935,31,32,Roger,male
1935,30,33,Micheline,female
1935,28,35,Serge,male
1935,23,41,Louis,male
1935,59,18,Roland,male
1935,18,46,Jeannine,female
1935,16,49,Pierrette,female
1935,12,65,Josette,female
1935,8,91,Christian,male
1935,7,118,Pierre,male
1935,5,125,Marie,female
1935,4,127,Jacques,male
1935,3,159,Michel,male
1935,1,346,Jean,male
1935,48,22,Francis,male
1935,56,18,Françoise,female
1935,29,34,Simone,female
1935,60,17,Andree,female
1935,2,174,Claude,male
1935,64,16,Francoise,female
1935,46,23,René,male
1935,45,23,Paulette,female
1935,44,23,Denise,female
1935,35,27,André,male
1935,33,30,Raymond,male
1935,32,31,Anne,female
1935,14,50,Colette,female
1935,9,89,Monique,female
1935,6,121,Jacqueline,female
1935,20,45,Robert,male
1935,97,8,Max,male
1935,84,10,Lucette,female
1935,70,14,Gisele,female
1935,71,14,Simonne,female
1935,72,13,Andrée,female
1935,77,12,Mauricette,female
1935,68,15,Odette,female
1935,86,10,Yolande,female
1935,87,9,Carmen,female
1935,92,8,Francine,female
1935,47,22,Alain,male
1934,80,12,Germaine,female
1934,23,43,Henri,male
1934,14,66,Robert,male
1934,7,107,Jacqueline,female
1934,6,129,Jacques,male
1934,3,167,Michel,male
1934,100,7,Jacky,male
1934,94,7,Evelyne,female
1934,88,10,Yolande,female
1934,85,11,Gilberte,female
1934,83,12,Michèle,female
1934,37,26,Francis,male
1934,76,13,Carmen,female
1934,71,15,Max,male
1934,66,16,Gérard,male
1934,60,19,Maurice,male
1934,59,19,Marc,male
1934,51,21,Georgette,female
1934,48,22,Janine,female
1934,46,23,Simone,female
1934,44,23,André,male
1934,42,24,Annie,female
1934,33,29,Rene,male
1934,30,32,Serge,male
1934,99,7,Jackie,female
1934,36,28,Raymond,male
1934,73,14,Mauricette,female
1934,29,33,Paulette,female
1934,98,7,Gabriel,male
1934,97,7,François,male
1934,91,8,Genevieve,female
1934,89,8,Anne-marie,female
1934,86,10,Joseph,male
1934,84,12,Solange,female
1934,79,12,Charles,male
1934,78,12,Albert,male
1934,74,14,Yvonne,female
1934,68,16,Marcel,male
1934,41,25,Denise,female
1934,64,17,Raymonde,female
1934,63,17,Marguerite,female
1934,61,17,Andrée,female
1934,55,20,Liliane,female
1934,54,20,Claudine,female
1934,52,21,Philippe,male
1934,50,21,Andree,female
1934,49,22,Renee,female
1934,45,23,Louis,male
1934,43,24,Francoise,female
1934,31,32,Yves,male
1934,90,8,Daniel,male
1934,28,33,Bernard,male
1934,22,43,Georges,male
1934,53,21,Roland,male
1934,47,22,Gilbert,male
1934,40,26,Suzanne,female
1934,39,26,Gerard,male
1934,38,26,Françoise,female
1934,35,28,Huguette,female
1934,34,28,Eliane,female
1934,32,30,Roger,male
1934,26,36,Anne,female
1934,27,35,Paul,male
1934,20,48,Andre,male
1934,57,19,Alain,male
1934,19,50,Ginette,female
1934,18,52,Colette,female
1934,17,53,Jeanne,female
1934,13,68,Christiane,female
1934,12,71,Jeannine,female
1934,10,79,Josette,female
1934,8,94,Christian,male
1934,4,144,Pierre,male
1934,2,190,Claude,male
1934,1,292,Jean,male
1934,56,20,René,male
1934,25,40,Arlette,female
1934,58,19,Lucienne,female
1934,92,8,Patrick,male
1934,62,17,Marcelle,female
1934,24,42,Yvette,female
1934,21,48,Nicole,female
1934,16,55,Pierrette,female
1934,15,64,Micheline,female
1934,11,79,Monique,female
1934,5,141,Marie,female
1934,96,7,Fernande,female
1934,95,7,Fernand,male
1934,93,7,Antoine,male
1934,9,80,Guy,male
1934,87,10,Madeleine,female
1934,72,14,Henriette,female
1934,82,12,Michele,female
1934,67,16,Lucette,female
1934,69,16,Odette,female
1934,70,15,Lucien,male
1934,65,17,Simonne,female
1934,75,13,Bernadette,female
1934,77,13,Michelle,female
1934,81,12,Gisele,female
1933,96,8,Hélène,female
1933,17,54,Pierrette,female
1933,16,56,Henri,male
1933,15,60,Jeanne,female
1933,12,68,Josette,female
1933,11,70,Monique,female
1933,10,72,Christiane,female
1933,9,82,Christian,male
1933,7,135,Marie,female
1933,3,164,Pierre,male
1933,100,7,Anne-marie,female
1933,59,19,Annie,female
1933,93,9,Rose,female
1933,89,9,Genevieve,female
1933,88,10,Odette,female
1933,82,11,Albert,male
1933,81,12,Joseph,male
1933,78,13,Gilberte,female
1933,73,14,Marcelle,female
1933,70,15,Liliane,female
1933,67,16,Francis,male
1933,64,17,Georgette,female
1933,21,53,Yvette,female
1933,55,21,Alain,male
1933,26,39,Paulette,female
1933,71,15,Mauricette,female
1933,99,8,Reine,female
1933,95,8,Claudette,female
1933,94,9,Solange,female
1933,91,9,Helene,female
1933,85,11,Gérard,male
1933,84,11,Fernand,male
1933,80,12,Francois,male
1933,79,13,Lucette,female
1933,76,13,Andrée,female
1933,72,15,Simonne,female
1933,69,15,Carmen,female
1933,28,37,Serge,male
1933,62,19,Renée,female
1933,60,19,Gisele,female
1933,58,20,Marguerite,female
1933,53,22,René,male
1933,51,22,Francoise,female
1933,42,26,Philippe,male
1933,41,27,Raymonde,female
1933,40,29,Raymond,male
1933,36,30,Bernard,male
1933,34,31,André,male
1933,56,21,Françoise,female
1933,25,41,Ginette,female
1933,49,23,Gilbert,male
1933,33,32,Louis,male
1933,63,17,Claudine,female
1933,61,19,Lucienne,female
1933,57,21,Marc,male
1933,54,22,Suzanne,female
1933,52,22,Michelle,female
1933,50,23,Henriette,female
1933,48,23,Eliane,female
1933,45,25,Huguette,female
1933,44,25,Anne,female
1933,39,29,Madeleine,female
1933,32,33,Marcel,male
1933,66,17,Roland,male
1933,31,34,Simone,female
1933,30,36,Nicole,female
1933,24,41,Georges,male
1933,22,44,Rene,male
1933,20,53,Micheline,female
1933,19,53,Colette,female
1933,14,61,Andre,male
1933,8,84,Jeannine,female
1933,2,183,Claude,male
1933,47,25,Paul,male
1933,65,17,Renee,female
1933,1,313,Jean,male
1933,68,16,Lucien,male
1933,6,138,Jacqueline,female
1933,74,14,Yolande,female
1933,43,25,Andree,female
1933,38,29,Gerard,male
1933,37,30,Janine,female
1933,35,30,Arlette,female
1933,29,36,Denise,female
1933,27,39,Yves,male
1933,23,44,Roger,male
1933,18,54,Robert,male
1933,13,67,Guy,male
1933,46,25,Maurice,male
1933,5,141,Jacques,male
1933,87,10,Max,male
1933,4,160,Michel,male
1933,77,13,Germaine,female
1933,83,11,Daniel,male
1933,86,11,Louise,female
1933,75,14,Yvonne,female
1933,90,9,Gisèle,female
1933,92,9,Mireille,female
1933,97,8,Hubert,male
1933,98,8,Michele,female
1932,11,79,Robert,male
1932,96,9,Rose,female
1932,9,86,Guy,male
1932,8,87,Jeannine,female
1932,7,112,Jacqueline,female
1932,6,149,Claude,male
1932,4,153,Jacques,male
1932,3,155,Marie,female
1932,2,171,Pierre,male
1932,87,12,Yvonne,female
1932,10,84,Christiane,female
1932,85,12,Andrée,female
1932,92,10,Emile,male
1932,91,10,Daniel,male
1932,89,11,Gabriel,male
1932,86,12,Max,male
1932,84,13,Yolande,female
1932,81,13,Mauricette,female
1932,80,13,Liliane,female
1932,78,13,Françoise,female
1932,77,13,Eliane,female
1932,15,66,Josette,female
1932,76,13,Annie,female
1932,14,71,Christian,male
1932,54,24,Georgette,female
1932,16,65,Jeanne,female
1932,19,62,Henri,male
1932,69,16,Fernand,male
1932,99,8,Francine,female
1932,94,10,Helene,female
1932,90,11,Marthe,female
1932,88,11,Albert,male
1932,82,13,Renée,female
1932,74,14,Gilberte,female
1932,72,15,Philippe,male
1932,70,15,Alain,male
1932,68,17,Simonne,female
1932,65,18,Gisele,female
1932,64,18,Gerard,male
1932,46,29,Renee,female
1932,40,31,André,male
1932,37,33,Henriette,female
1932,35,35,Nicole,female
1932,31,36,Colette,female
1932,29,39,Paul,male
1932,26,44,Janine,female
1932,24,47,Roger,male
